PID,ssdl:notation,location,Date,ssdl:shortTitle,Long,Lati
1896-Crowni-EMU,Round,"Dayton, VA",1896,"Crowning Day, No. 2",-78.9333,38.4
1896-Fillmo-EMU,Round,"Cincinnati, OH; New York, NY",1896,Fillmore's Male Choir,-84.45;-74,39.15;40.7
1896-Sacred-EMU,Round,"Cincinnati, OH; New York, NY; Chicago, IL",1896,Sacred Selections for Men's Voices,-84.45;-74;-87.65,39.15;40.7;41.85
1896-Sunlig-EMU,Round;Seven-shape Aikin,"Dalton, GA; Dallas, TX",1896,Sunlight Songs,-84.9667;-96.8,34.7667;32.7833
1896-Uplift-EMU,Round,"Cincinnati, OH; New York, NY; Chicago, IL",1896,"Uplifting Songs, New and Old",-84.45;-74;-87.65,39.15;40.7;41.85
1897-Corona-EMU,Round,"Dalton, GA; Dallas, TX",1897,Coronation Songs,-84.9667;-96.8,34.7667;32.7833
1897-Fillmo-EMU,Round,"Cincinnati, OH; New York, NY",1897,Fillmores' Male Choir No. 2,-84.45;-74,39.15;40.7
1897-Gospe1-EMU,Round,"St. Louis, MO;Indianapolis, IN",1897,The Gospel Call,-90.1833;-86.15,38.6167;39.7667
1897-Gospe2-EMU,Round,"St. Louis, MO;Indianapolis, IN",1897,The Gospel Call,-90.1833;-86.15,38.6167;39.7667
1897-Reviva-EMU,Round,"Dalton, GA;Dallas, TX",1897,"Revival Choir, No. 2",-84.9667;-96.8,34.7667;32.7833
1897-Songla-EMU,Round,"Dallas, TX",1897,Song-Land Melodies,-96.8,32.7833
1897-Songso-EMU,Round,"Atlanta, GA;Cincinnati, OH",1897,Songs of Service,-84.3833;-84.45,33.7333;39.15
1899-Gospe1-EMU,Round,"Cincinnati, OH; Chicago, IL; St. Louis, MO; New York, NY; Boston, MA; Pittsburgh, PA; Detroit, MI; San Francisco, CA",1899,The Gospel Hymnal,-84.45;-87.65;-90.1833;-74;-71.05;-79.9833;-83.0333;-122.4167,39.15;41.85;38.6167;40.7;42.35;40.4333;42.3167;37.7667
1899-Gospe2-EMU,Round,"Dallas, TX; West Milton, OH",1899,Gospel Songs No. 1,-96.8;-84.3167,32.7833;39.95
1899-Hymnal-EMU,Round,"St. Louis, MO",1899,Hymnal of the Evangelical Church,-90.1833,38.6167
1900-Childr-EMU,Round,"Nashville, TN",1900,Children's Praises,-86.761,36.154
1900-Nation-EMU,Round;Seven-shape Hood,"Nashville, TN",1900,The National Harp of Zion and B. Y. P. U. Hymnal,-86.761,36.154
1900-Newhar-EMU,Round,"Eureka Springs, AK",1900,New Harvest Bells,-93.7333,36.4
1900-Ourtha-EMU,Round,"Dalton, GA; Dallas, TX",1900,Our Thankful Songs,-84.9667;-96.8,34.7667;32.7833
1900-Palace-EMU,Round,"Baltimore, MD",1900,The Palace of Song,-76.6,39.2833
1900-Salvat-EMU,Round,"Moundsville, WV",1900,Salvation Echoes,-80.7333,39.9167
1900-Songss-EMU,Round,"Los Angeles, CA",1900,"Songs Sung by Rawei, the New Zealand Native Evangelist",-118.2333,34.05
1900-Vaugha-EMU,Seven-shape Aikin,"Athens, GA",19xx,Vaughan's Selected Songs,-83.3667,33.95
1901-Aggres-EMU,Round,nan,19xx,Aggressive Songs,0,0
1901-Eureka-EMU,Round,"Dallas, TX; Kansas City, MO; Cincinnati, OH",1901,Eureka Carols,-96.8;-94.5667;-84.45,32.7833;39.0833;39.15
1901-Fillm1-EMU,Round,"Cincinnati, OH; New York, NY",1901,Fillmores' Male Choir No. 3,-84.45;-74,39.15;40.7
1901-Fillm2-EMU,Round,"Cincinnati, OH; New York, NY",1901,"Fillmores' Women's Choir Nos. 1, 2 and 3 Combined",-84.45;-74,39.15;40.7
1901-Hackle-EMU,Round,"St. Louis, MO; Indianapolis, IN",1901,Hackleman's Male Quartets,-90.1833;-86.15,38.6167;39.7667
1901-Kirche-EMU,,"St. Louis, MO",1901,Kirchen-Gesangbuch fu??r Evangelisch-Lutherische Gemeinden ungea??nderter Augusburgischer Confession,-90.1833,38.6167
1901-Manlyp-EMU,Round,"New York, NY; Dayton, OH",1901,Manly Praise,-74;-84.1833,40.7;39.75
1901-Newpsa-EMU,Nil,"Richmond, VA",1901,The New Psalms and Hymns,-77.45,37.55
1901-Youngp-EMU,Round,"Nashville, TN",1901,The Young People's Hymnal,-86.761,36.154
1902-Crowno-EMU,Round;Seven-shape Aikin,"Cincinnati, OH",1902,Crown of Glory,-84.45,39.15
1902-Eleven-EMU,Round,"Atlanta, GA; Cincinnati, OH; Kansas City, MO",1902,Eleventh Hour Songs,-84.3833;-84.45;-94.5667,33.7333;39.15;39.0833
1902-Joyful-EMU,Round,"Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA;New York, NY;Boston, MA;Pittsburg, PA;Detroit, MI",1902,Joyful Praise,-84.45;-87.65;-94.5667;-122.4167;-74;-71.05;-79.9833;-83.0333,39.15;41.85;39.0833;37.7667;40.7;42.35;40.4333;42.3167
1902-Living-EMU,Round,"St. Louis, MO",1902,Living Praise,-90.1833,38.6167
1902-Onwing-EMU,Round,"Baltimore, MD",1902,On Wings of Love,-76.6,39.2833
1904-Gemsno-EMU,Round,"Louisville, KY",1904,Gems No. 2,-85.75,38.25
1904-Perfec-EMU,Round,"Lawrenceburg, TN",1904,Perfect Praise,-87.3333,35.2333
1904-Temper-EMU,Round,"Cincinnati, OH; New York, NY",1904,The Temperance Songster,-84.45;-74,39.15;40.7
1905-Hymnso-EMU,Round,"Columbia, TN; Cincinnati, OH; New York, NY; Baltimore, MD; Louisville, KY; Blue Earth, MN",1905,Hymns of Victory,-87.0333;-84.45;-74;-76.6;-85.75;-94.1,35.6;39.15;40.7;39.2833;38.25;43.6333
1905-Lobede-EMU,Round,"Cincinnati, OH; New York, NY",1905,Lobe den Herrn!,-84.45;-74,39.15;40.7
1905-Reviva-EMU,Round,"Atlanta, GA; Cincinnati, OH; Kansas City, MO",19xx,Revival Special,-84.3833;-84.45;-94.5667,33.7333;39.15;39.0833
1905-Songsf-EMU,Round,"Nashville, TN",1905,Songs for Service in Church and Home,-86.761,36.154
1905-Youngp-EMU,Round,"Nashville, TN; Dallas, TX",1905,The Young People's Hymnal No. 3,-86.761;-96.8,36.154;32.7833
1906-Golden-EMU,Seven-shape Aikin,"Lawrenceburg, TN",1906,Golden Songs of Glory,-87.3333,35.2333
1906-Gospel-EMU,Round,"Rogers, AR",1906,Gospel Melodies,-94.1167,36.3167
1906-Hymna1-EMU,Nil,"St. Louis, MO",1906,Hymnal for Evangelical Lutheran Missions,-90.1833,38.6167
1906-Hymna2-EMU,Round,nan,1906,Hymnal,0,0
1906-Jesuss-EMU,Seven-shape Aikin,"Nashville, TN",1906,Jesus Songs,-86.761,36.154
1906-Lastin-EMU,Seven-shape Aikin,"Glencoe, KY",1906,Lasting Hymns,-84.8167,38.7
1906-Sevent-EMU,Seven-shape Aikin,"Nashville, TN",1906,Seventy-seven Sweet Songs,-86.761,36.154
1907-Bestof-EMU,,"Dayton, VA",1907,Best of All,-78.9333,38.4
1907-Gospel-EMU,Round,"Cincinnati, OH;New York, NY",1907,The Gospel Chorus,-84.45;-74,39.15;40.7
1907-Himnar-EMU,,"Philadelphia, PA",1907,Himnario Provisional,-75.15,39.95
1907-Hymnso-EMU,Round,"St. Louis, MO",1907,Hymns of the Evangelical Lutheran Church,-90.1833,38.6167
1907-Specia-EMU,Seven-shape Aikin,"Chattanooga, TN;Meridian, MS",1907,Special Favorite Songs,-85.3;-88.7,35.0333;32.35
1907-Standa-EMU,Round,"Richmond, VA;Texarkana, TX, AR",1907,Standard Songs,-77.45;-94.0333,37.55;33.4333
1907-Sunday-EMU,Round,"Atlanta, GA;Kansas City, MO",1907,Sunday School and Revival,-84.3833;-94.5667,33.7333;39.0833
1908-Chris1-EMU,Round,"Washington, D. C.",1908,Christ in Song,-77,38.8333
1908-Victor-EMU,Round,"Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA;New York, NY;Boston, MA;Pittsburg, PA;Detroit, MI",1908,The Victory,-84.45;-87.65;-94.5667;-122.4167;-74;-71.05;-79.9833;-83.0333,39.15;41.85;39.0833;37.7667;40.7;42.35;40.4333;42.3167
1909-Precio-EMU,Round,"Louisville, KY",1909,Precious Jewels of Sacred Song,-85.75,38.25
1915-Worldw-EMU,Round,"Chicago, IL;Siloam Spring, AR;Los Angeles, CA",1915,World Wide Revival Songs,-87.65;-94.5333;-118.2333,41.85;36.1833;34.05
1925-SaintH-EMU,Round,"New York, NY",1925,Saint Helena Island Spirituals,-74,40.7
1925-Songs2-EMU,Round;Seven-shape Aikin,"Springfield, MO",1925,Songs of Pentecostal Fellowship,-93.2833,37.2
1927-Spirit-EMU,Seven-shape Aikin,"Nashville, TN",1927,Spirituals Triumphant,-86.761,36.154
1850-Sacred-EMU,Round,"Cincinnati, OH",1850,The Sacred Harp,-84.45,39.15
1851-Songso-EMU,Nil,"Richmond, VA",1851,Songs of Zion,-77.45,37.55
1854-Outlin-EMU,Nil,"Richmond, VA;Louisville, KY",1854,Outlines of Sunday-School Lectures,-77.45;-85.75,37.55;38.25
1859-Psalms-EMU,Nil,"Nashville, TN",1859,"Psalms and Hymns Adapted to Social, Private, and Public Worship, in the Cumberland Presbyterian Church",-86.761,36.154
1868-Baptis-EMU,Nil,"Atlanta, GA",1868,The Baptist Psalmody,-84.3833,33.7333
1889-Easte2-EMU,Round,nan,nan,,0,0
1892-Zionsm-EMU,Seven-shape Aikin,"Fort Smith, AR",1892,Zion's March,-94.3833,35.3833
1894-Choice-EMU,Seven-shape Aikin,"Nashville, Tennessee",1894,Choice Songs (No. 1),-86.761,36.154
1900-Manual-EMU,Nil,"Washington, D. C.",1900,A Manual for Worship,-77,38.8333
1901-Electr-EMU,Round,"Dayton, OH",1901,Electric Lights,-84.1833,39.75
1901-Popula-EMU,Round,"St. Louis, MO;Indianapolis, IN",1901,Popular Hymns Number 2,-90.1833;-86.15,38.6167;39.7667
1901-Standa-EMU,Round,"Dalton, GA, Dallas, TX",1901,Standard Church Music,-84.9667;-96.8,34.7667;32.7833
1902-Crowni-EMU,Seven-shape Aikin,"Dayton, VA",1902,Crowning Day No. 5,-78.9333,38.4
1902-Fillmo-EMU,Round,"Cincinnati, OH;New York, NY",1902,Fillmores' Gospel Songs No. 2,-84.45;-74,39.15;40.7
1902-Tearsa-EMU,Round,"Louisville, KY",1902,Tears and Triumphs No. 3,-85.75,38.25
1903-Bellso-EMU,Round,"Chattanooga, TN;Waco, TX",1903,Bells of Heaven,-85.3;-97.1333,35.0333;31.5333
1903-Echoes-EMU,Round,"Boston, MA",1903,Echoes of Paradise,-71.05,42.35
1903-Nation-EMU,Round,"Nashville, TN",1903,The National Baptist Hymnal,-86.761,36.154
1903-Reviva-EMU,Round,"Atlanta, GA;Cincinnati, OH;Kansas City, MO",1903,The Revival No. 4,-84.3833;-84.45;-94.5667,33.7333;39.15;39.0833
1904-Baptis-EMU,Round,"Nashville, TN",1904,The Baptist Hymn and Praise Book,-86.761,36.154
1904-Glorio-EMU,Round,"Philadelphia, PA; Boston, MA; New York, NY; Chicago, IL; St. Louis, MO; Dallas, TX; Atlanta, GA",1904,Glorious Praise,-75.15;-71.05;-74;-87.65;-90.1833;-96.8;-84.3833,39.95;42.35;40.7;41.85;38.6167;32.7833;33.7333
1905-Fillmo-EMU,Round,"Cincinnati, OH;New York, NY",1905,Fillmore's Sunday-School Songs No. 3,-84.45;-74,39.15;40.7
1905-Gloria-EMU,Round,"St. Louis, MO;Indianapolis, IN",1905,Gloria in Excelsis,-90.1833;-86.15,38.6167;39.7667
1905-Method-EMU,Round,"Cincinnati, OH;New York, NY",1905,The Methodist Hymnal,-84.45;-74,39.15;40.7
1905-Salvat-EMU,,"Dalton, GA; Dallas, TX; Ft. Recovery, OH; Dayton, OH",1905,Salvation's River,-84.9667;-96.8;-84.7667;-84.1833,34.7667;32.7833;40.4;39.75
1907-Truthi-EMU,Round,"Anderson, IN",1907,Truth in Song,-85.6667,40.1
1908-Alexa1-EMU,Round,"New York, NY; Chicago, IL; Toronto, Canada; London, England; Edinburgh, Scotland",1908,Alexander's Gospel Songs,-74;-87.65;-79.4167;-.093145;-3.2,40.7;41.85;43.7;51.514248;55.95
1908-Alexa2-EMU,Round,"New York, NY; Philadelphia, PA",19xx,Alexander's Gospel Songs No. 8,-74;-75.15,40.7;39.95
1908-Chris2-EMU,Round,"St. Louis, MO; Chicago, IL",1908,Christian Hymns,-90.1833;-87.65,38.6167;41.85
1908-Crowni-EMU,Round,"Waco, TX; Memphis, TN",1908,Crowning Carols,-97.1333;-90.0333,31.5333;35.1333
1908-Friend-EMU,Nil,"Baltimore, MD",1908,Friends School Song Book,-76.6,39.2833
1908-Fullof-EMU,Round,"Wilmington, DE",1908,Full of Blessing,-75.5333,39.7333
1908-Hymnsa-EMU,Nil,"New York, NY; Cincinnati, OH",1908,Hymns and Poetry of the Eastern Church,-74;-84.45,40.7;39.15
1908-Joyand-EMU,Round,"Cincinnati, OH; New York, NY",19xx,Joy and Praise,-84.45;-74,39.15;40.7
1908-Oliver-EMU,Round,"Kansas City, MO",1908,"Oliver's ""Songs of Deliverance""",-94.5667,39.0833
1908-Sbirka-EMU,,nan,nan,,0,0
1908-Songso-EMU,,"Kansas City, MO",1908,Songs of Zion No. 2,-94.5667,39.0833
1912-Songso-EMU,Round;Seven-shape Aikin,"East Chattanooga, TN",1908,Songs of Pentecostal Power,-85.3,35.0333
1908-Songse-EMU,Round,"Roanoke, VA;Cincinnati, OH",1908,Song Service,-79.9333;-84.45,37.2667;39.15
1909-Christ-EMU,,nan,nan,,0,0
1909-Method-EMU,Round,"Baltimore, MD; Pittsburgh, PA",1909,The Methodist Protestant Church Hymnal,-76.6;-79.9833,39.2833;40.4333
1909-Newhym-EMU,Round,"Charlotte, NC; Philadelphia, PA",1909,New Hymn and Tune Book,-80.8333;-75.15,35.2167;39.95
1909-Servic-EMU,Round,"Cincinnati, OH",1909,Service in Song,-84.45,39.15
1909-Tillma-EMU,Seven-shape Aikin,"Atlanta, GA; Cincinnati, OH; Kansas City, MO",19xx,Tillman's Tabernacle Songs,-84.3833;-84.45;-94.5667,33.7333;39.15;39.0833
1909-Unionh-EMU,Four-shape,"Douglasville, GA",1909,Union Harp and History of Songs,-84.7333,33.75
1909-Vaugha-EMU,Seven-shape Aikin,"Athens, GA",19xx,Vaughan's Revival,-83.3667,33.95
1910-Assemb-EMU,Round,"Richmond, VA; Texarkana, AR, TX",1910,Assembly Songs,-77.45;-94.0333,37.55;33.4333
1910-Exulta-EMU,Round,"Baltimore, MA",1910,Exultant Praises,-76.6,39.2833
1910-Missio-EMU,Nil,"Cincinnati, OH",1910,Missionary Hymns from the Hymnal,-84.45,39.15
1910-Reviva-EMU,Seven-shape Aikin,"Dayton, VA",1910,Revival Echoes,-78.9333,38.4
1910-Songsf-EMU,Round,"New York, NY;London, United Kingdom",1910,Songs for the Service of Christ,-74;.10203,40.7;51.52393
1910-Songst-EMU,Seven-shape Aikin,"Carrollton, GA",1910,Songs,-85.0667,33.5667
1910-Victor-EMU,,"Dayton, VA",1910,Victory-Songs,-78.9333,38.4
1911-Evange-EMU,,"St. Louis, MO",1911,Evang.-Lutherisches Choralbuch f??r Kirche und Haus,-90.1833,38.6167
1911-Himnar-EMU,,"Nashville, TN",1911,Himnario Cristiano,-86.761,36.154
1911-Newson-EMU,,"Austin, TX",1911,New Songs of Victory,-96.3167,29.8833
1910-Psalms-EMU,,"St. Louis, MO",1910,"Psalms, Hymns and Songs Spiritual",-90.1833,38.6167
1911-Songso-EMU,,"Cincinnati, OH",1911,Songs of Evangelism,-84.45,39.15
1911-Spirit-EMU,,"Dayton, VA",1911,Spirit of Praise,-78.9333,38.4
1911-Youngp-EMU,,"Evanston, IL",1911,Young People's Temperance Chorus Book,-87.6833,42.0333
1912-Charmi-EMU,Seven-shape Aikin,"Eastman, GA",1912,Charming Melodies,-83.1667,32.1833
1912-Evange-EMU,Round,"St. Louis, MO",1912,Evangelical Lutheran Hymn-Book,-90.1833,38.6167
1912-Hearth-EMU,Round,"Baltimore, MD",1912,Heart Hymns,-76.6,39.2833
1912-Little-EMU,Round,"Nashville, TN;Dallas, TX;Richmond, VA",1912,The Little Hymn Book,-86.761;-96.8;-77.45,36.154;32.7833;37.55
1912-Newlyr-EMU,Seven-shape Aikin,"Dalton, GA;Dallas, TX",1912,New Lyrics of Praise,-84.9667;-96.8,34.7667;32.7833
1912-Sacred-EMU,,"Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA;New York, NY;Boston, MA;Pittsburgh, PA;Detroit, MI",1912,Sacred Praise,-84.45;-87.65;-94.5667;-122.4167;-74;-71.05;-79.9833;-83.0333,39.15;41.85;39.0833;37.7667;40.7;42.35;40.4333;42.3167
1912-Songs1-EMU,,"Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA;New York, NY;Boston, MA;Pittsburgh, PA;Detroit, MI",1912,Songs of Conquest,-84.45;-87.65;-94.5667;-122.4167;-74;-71.05;-79.9833;-83.0333,39.15;41.85;39.0833;37.7667;40.7;42.35;40.4333;42.3167
1912-Songs2-EMU,Round,"Independence, MO",1912,The  Songs of Zion,-94.4,39.0833
1912-Songs3-EMU,Round,"Cincinnati, OH;New York, NY",1912,"Songs of Praise Our Voices Raise to Jesus, Blest Forever!",-84.45;-74,39.15;40.7
1912-Songs4-EMU,Round,"Nashville, TN",1912,Songs of Praise and Service,-86.761,36.154
1912-Sunday-EMU,Round,"Atlanta, GA;Kansas City, MO;Dallas, TX",1912,Sunday-School and Revival Number Two,-84.3833;-94.5667;-96.8,33.7333;39.0833;32.7833
1913-Loyalt-EMU,Round,"Cincinnati, OH",1913,Loyalty to the King,-84.45,39.15
1913-Ourcho-EMU,Round;Seven-shape Aikin,"Louisville, KY",1913,Our Choice,-85.75,38.25
1913-Planta-EMU,Round,"Philadelphia, PA;Chicago, IL",1913,Plantation Melodies and Spiritual Songs,-75.15;-87.65,39.95;41.85
1913-Sacred-EMU,Round,"Dayton, Virginia",1913,Sacred Melodies,-78.9333,38.4
1914-CrownH-EMU,Seven-shape Aikin,"Dayton, Virginia",1914,Crown Him King,-78.9333,38.4
1914-Downat-EMU,Seven-shape Aikin,"Charlotte, NC",1914,Down At The Cross,-80.8333,35.2167
1914-Hymnso-EMU,Seven-shape Aikin,"Atlanta, GA",1914,Hymns of Glory No. 2,-84.3833,33.7333
1914-Immanu-EMU,Round,"New York, NY; Chicago, IL; Toronto, Canada; London, United Kingdom; Edinburgh, United Kingdom",1914,Immanuel's Praise,-74;-87.65;-79.4167;-.093145;-3.2,40.7;41.85;43.7;51.514248;55.95
1914-Newsac-EMU,Seven-shape Aikin,"Dayton, VA",1914,New Sacred Quartettes,-78.9333,38.4
1914-Onehun-EMU,,"St. Louis, MO",1914,One Hundred Hymns,-90.1833,38.6167
1914-Praise-EMU,Seven-shape Aikin,"Nashville, TN",1914,Praise Him,-86.761,36.154
1915-Crowns-EMU,Seven-shape Aikin,"Nashville, TN; Dallas, TX; Richmond, VA",1915,Crowns,-86.761;-96.8;-77.45,36.154;32.7833;37.55
1915-Gospel-EMU,,"St. Louis, MO; Indianapolis, IN",19xx,Gospel Bells,-90.1833;-86.15,38.6167;39.7667
1915-Herald-EMU,Round,"Dallas, TX",1915,The Herald,-96.8,32.7833
1915-Praise-EMU,Round,"Cincinnati, OH",1915,Praise Triumphant,-84.45,39.15
1915-Select-EMU,,"Carlisle, PA",1915,Select Revival Hymns,-77.1833,40.2
1915-Songs1-EMU,,"New York, NY",1915,The Songs of Zion,-74,40.7
1915-Songs2-EMU,,"Dayton, VA",1915,Songs of Redeeming Love,-78.9333,38.4
1915-Songs3-EMU,,"Washington, D. C.; South Bend, Ind.; New York, N. Y.",1915,Songs of Zion,-77;-86.25;-74,38.8333;41.6833;40.7
1915-Sparkl-EMU,,"Dayton, VA",1915,Sparkling Jewels No. 2,-78.9333,38.4
1916-Childs-EMU,,"Dayton, VA",1916,Child Songs,-78.9333,38.4
1916-Happyg-EMU,,"Charlotte, NC",nan,Happy Greetings to All,-80.8333,35.2167
1916-Hispra-EMU,Round,"Atlanta, GA",1916,His Praise,-84.3833,33.7333
1916-Montre-EMU,Round,"New York, NY",1916,Montreat Hymns,-74,40.7
1916-Newhar-EMU,Seven-shape Swan,"Nashville, TN; Dallas, TX; Richmond, VA;",1916,The New Harp of Columbia,-86.761;-96.8;-77.45,36.154;32.7833;37.55
1916-Select-EMU,Round,"Dallas, TX",1916,Select Gospel Songs,-96.8,32.7833
1916-Songso-EMU,Round;Seven-shape Aikin,"Chicago, IL",1916,Songs of Calvary,-87.65,41.85
1916-Treasu-EMU,Round,"Hagerstown, MD;New York, NY",1916,A Treasury of Catholic Song,-77.7167;-74,39.6333;40.7
1917-Evange-EMU,Round,"St. Louis, MO;Chicago, IL",1917,The Evangelical Hymnal,-90.1833;-87.65,38.6167;41.85
1917-Hymnar-EMU,,"New York, NY;Cincinnati, OH",1917,Hymnario da Egreja Methodista Episcopal,-74;-84.45,40.7;39.15
1917-Lifean-EMU,Round,"Richmond, VA",1917,Life and Service Hymns,-76.7333,37.95
1917-Missio-EMU,Nil,"Saint Louis, MO",1917,[Mission Hymns],-90.1833,38.6167
1917-Select-EMU,Round;Seven-shape Aikin,"Chicago, IL; Los Angeles, CA",1917,Selected Gospel Songs,-87.65;-118.2333,41.85;34.05
1917-Songso-EMU,Round,"New York, NY; Cincinnati, OH",1917,Songs of Help,-74;-84.45,40.7;39.15
1917-Treasu-EMU,Seven-shape Aikin,"Dallas, TX",1917,Treasury of Song,-96.8,32.7833
1917-Wonder-EMU,Seven-shape Aikin,"Cincinnati, OH",1917,The Wonderful Story In Song,-84.45,39.15
1918-Echoes-EMU,Round;Seven-shape Aikin,"Athens, GA",1918 [],Echoes of John B. Vaughan,-83.3667,33.95
1918-Popula-EMU,Round,"Dallas, TX",1918,The Popular Hymnal,-96.8,32.7833
1918-Reviva-EMU,Seven-shape Aikin,"Fort Worth, TX",1918,Revival Melodies,-97.3167,32.7167
1918-Rodehe-EMU,,Chicago;Philadelphia,1918,Rodehevear's Plantation Melodies,-87.65;-75.15,41.85;39.95
1918-Temple-EMU,,"Dallas, TX",1918,The Temple Hymnal,-96.8,32.7833
1918-Tribut-EMU,Seven-shape Aikin,"Dayton, Virginia",1918,Tribute of Praise,-78.9333,38.4
1918-Worldr-EMU,,"Atlanta, GA",1918,World Revival Hymns,-84.3833,33.7333
1919-Founda-EMU,,"Philadelphia, PA",1919,Foundation Hymns,-75.15,39.95
1919-Hampto-EMU,,New York,1919,Hampton Series,-74,40.7
1919-Highwa-EMU,Round;Seven-shape Aikin,"Atlanta, GA",1919,The Highway Hymnal,-84.3833,33.7333
1919-Hymnal-EMU,,"Baltimore, Maryland",1919,Hymnal of the Baltimore Conference,-76.6,39.2833
1919-Reviva-EMU,,"Atlanta, GA",1919,Revival Selections,-84.3833,33.7333
1919-Sacred-EMU,Nil,"Cincinnati, OH; New York, NY; London, England",1919,Sacred Songs for Little Children,-84.45;-74;-.093145,39.15;40.7;51.514248
191x-Canaan-EMU,Round,"Kansas City, MO",[1914],Canaan Melodies,-94.5667,39.0833
191x-Confer-EMU,Round,"Philadelphia, PA",[1917],Conference Hymnal,-75.15,39.95
191x-Diadem-EMU,,"Nashville, TN; Dallas, TX; Richmond, VA",191,Diadems . . . . . . . . . . . . . . . . .,-86.761;-96.8;-77.45,36.154;32.7833;37.55
191x-Favori-EMU,Round,"Richmond, VA",191,Favorites,-77.45,37.55
191x-Gospel-EMU,,"Atlanta, GA",191(x),Gospel Songs No. 1,-84.3833,33.7333
191x-Reviva-EMU,Round,"Atlanta, GA",191x,The Revival 6,-84.3833,33.7333
1920-Songs1-EMU,Round,"Wheeling, WV",1920,Songs of Salvation and Service,-80.7167,40.05
1920-Songs2-EMU,Round;Seven-shape Aikin,"Kansas City, MO",1920,Songs of Full Salvation,-94.5667,39.0833
1921-Church-EMU,Seven-shape Aikin,"Waco, TX;Memphis, TN",1921,Church Evangel,-97.1333;-90.0333,31.5333;35.1333
1921-Gospel-EMU,Round,"Nashville, TN",1921,Gospel Pearls,-86.761,36.154
1921-Greats-EMU,Round,"Louisville, KY",1921,Great Songs of the Church,-85.75,38.25
1921-Kingdo-EMU,Round,"Nashville, TN",1921,Kingdom Songs,-86.761,36.154
1921-Reviva-EMU,Round,"Baltimore, MD",1921,Revival Gems,-76.6,39.2833
1921-Songsa-EMU,Round,"Chicago, IL",1921,Songs and Spirituals,-87.65,41.85
1922-Hymnso-EMU,Round;Seven-shape Aikin,"Chicago, IL",1922,Hymns of Hope,-87.65,41.85
1922-Junior-EMU,Round,"Nashville, TN;Dallas, TX;Richmond, VA",1922,Junior Programs and Songs,-86.761;-96.8;-77.45,36.154;32.7833;37.55
1922-Marchi-EMU,,"Dalton, GA;Dallas, TX",1922,Marching to Zion,-84.9667;-96.8,34.7667;32.7833
1922-Reviva-EMU,,"Dallas, TX",1922,Revival Selections,-96.8,32.7833
1922-Songso-EMU,Seven-shape Aikin,"Fort Smith, AR",1922,Songs of the Coming King,-94.3833,35.3833
1922-Tellin-EMU,Seven-shape Aikin,"Hudson, NC",1922,Telling Jesus,-81.4833,35.8333
1922-Victo1-EMU,Round,"Nashville, TN",1922,Victorious Praise,-86.761,36.154
1923-Bright-EMU,Seven-shape Aikin,"Dayton, VA",1923,Bright Gems,-78.9333,38.4
1923-Chapel-EMU,Round,"Nashville, TN",1923,The Chapel Book,-86.761,36.154
1923-Choice-EMU,,"Nashville, TN",1923,Choice Gospel Hymns,-86.761,36.154
1923-Crownb-EMU,,"Waco, TX;Memphis, TN",1923,The Crown,-97.1333;-90.0333,31.5333;35.1333
1923-Evange-EMU,,"Cincinnati, OH",1923,Evangelistic Edition of Wonder Hymns of Faith,-84.45,39.15
1923-Gospel-EMU,,"Dalton, GA;Dallas, TX",1923,The Gospel Way,-84.9667;-96.8,34.7667;32.7833
1923-Hosann-EMU,Round,"Dallas, TX",1923,Hosannas,-96.8,32.7833
1923-Method-EMU,,"Nashville, TN;Dallas, TX;Richmond, VA",1923,The Methodist Hymnal,-86.761;-96.8;-77.45,36.154;32.7833;37.55
1923-Praise-EMU,,"Houston, TX",1923,Praises in Song,-95.35,29.75
1923-Rodehe-EMU,,"Chicago, IL; Philadelphia, PA",1923,Rodeheaver's Negro Spirituals,-87.65;-75.15,41.85;39.95
1923-Search-EMU,Seven-shape Aikin,"Fort Worth, TX",1923,Searchlight Songs No. 2,-97.3167,32.7167
1923-Servic-EMU,,"Birmingham, AL",1923,Service in Song,-86.8,33.5167
1923-Songso-EMU,,"Austin, TX",1923,Songs of the Reapers No. 2,-96.3167,29.8833
1924-Baptis-EMU,Round,"Nashville, TN",1924,The Baptist Standard Hymnal,-86.761,36.154
1924-Bestre-EMU,Seven-shape Aikin,"Nashville, TN",1924,Best Revival Songs,-86.761,36.154
1924-Christ-EMU,Round,"Cincinnati, OH",1924,Christian Hymnal,-84.45,39.15
1924-Harves-EMU,,"Dallas, TX",1924,Harvest Hymns,-96.8,32.7833
1924-Praise-EMU,Seven-shape Aikin,"Asheville, NC; Sulphur Springs, TX",1924,Praise Melodies,-82.55;-95.6,35.6;33.1333
1925-Colema-EMU,,"Dallas, TX",1925,Coleman's New Quartet Book,-96.8,32.7833
1925-Faithi-EMU,,"Cincinnati, OH",1925,Faith Inspiring Songs,-84.45,39.15
1925-Gloryc-EMU,,"Chicago, IL",1925,Glory Camp Special,-87.65,41.85
1925-Homego-EMU,,"Tipton, OK",1925,Home Gospel Songs,-99.1333,34.5
1925-Little-EMU,Round,"Dallas, TX",1925,The Little Evangel,-96.8,32.7833
